rank,listing_id,addr,lat,lng,floor,deposit_만원,monthly_rent_만원,size_평,flpop_lunch,flpop_dinner,flpop_etc,dist_station,dist_bus_stop,cnt_crosswalk,is_road,cnt_academy,cnt_hospital,cnt_school,cnt_company,cnt_banapresso,cnt_high_cafe,cnt_low_cafe,cnt_etc_cafe,location_score,success_prob
1,913477,서울특별시 강남구 역삼동,37.5044520198,127.0345215252,4층,3000.0,180.0,23.0,985131.5,882135.0,752222.8125,332.9408713764114,119.95689960320556,9,1,0,1,0,0,0,0,2,24,0.48540313543525615,0.7427826306027159
2,419277,서울특별시 강남구 논현동,37.5109350019529,127.022218565558,1층,3000.0,230.0,16.0,388874.5,478718.0,397097.625,57.7641849465931,49.24040289180498,16,1,0,5,0,0,0,3,4,32,0.45111214554548273,0.7059531791285972
3,918579,서울특별시 강남구 논현동,37.5105746197,127.0221144016,3층,15339.0,1053.0,95.7,388874.5,478718.0,397097.625,80.2763302237233,63.60126421286567,10,1,0,5,0,0,0,3,4,32,0.43957487806849427,0.7003449719706301
4,553538,서울특별시 강남구 논현동,37.5096809953327,127.022632607729,4층,10000.0,600.0,40.0,388874.5,478718.0,397097.625,189.41379793358848,42.675877520041425,13,1,0,4,0,0,0,4,2,32,0.42824429737963743,0.694308635260291
5,553540,서울특별시 강남구 논현동,37.5096809953327,127.022632607729,5층,8000.0,550.0,39.0,388874.5,478718.0,397097.625,189.41379793358848,42.675877520041425,13,1,0,4,0,0,0,4,2,32,0.42824429737963743,0.694308635260291
6,557966,서울특별시 강남구 논현동,37.5096809953327,127.022632607729,지하1층,10000.0,1000.0,61.0,388874.5,478718.0,397097.625,189.41379793358848,42.675877520041425,13,1,0,4,0,0,0,4,2,32,0.42824429737963743,0.694308635260291
7,878448,서울특별시 강남구 논현동,37.510091465,127.0232407833,1층,4000.0,210.0,6.0,388874.5,478718.0,397097.625,186.72653394791874,111.65344853040301,10,1,0,4,0,0,0,4,2,36,0.4135763711846566,0.6906697849708799
8,921771,서울특별시 강남구 논현동,37.5095617494,127.0228560653,1층,1100.0,110.0,17.8,388874.5,478718.0,397097.625,210.57481092672143,47.31993166483583,13,1,0,4,0,0,0,4,2,32,0.4259047772543194,0.6901549323897058
9,919648,서울특별시 강남구 논현동,37.5119657772,127.0220786176,지하1층,3000.0,250.0,48.0,388874.5,478718.0,397097.625,92.96941782315452,77.35425794625056,18,1,0,5,0,0,0,2,4,29,0.4420801273858719,0.6837740828309617
10,926429,서울특별시 서초구 잠원동,37.5112740724,127.0206035034,3층,1201.0,120.0,15.6,388874.5,478718.0,397097.625,93.99878724183404,129.74284242561714,15,1,0,4,0,0,0,2,4,33,0.4203398399753669,0.6771157365769117
11,840478,서울특별시 서초구 잠원동,37.5112740724,127.0206035034,지하1층,1000.0,100.0,22.1,388874.5,478718.0,397097.625,93.99878724183404,129.74284242561714,15,1,0,4,0,0,0,2,4,33,0.4203398399753669,0.6771157365769117
12,914037,서울특별시 서초구 잠원동,37.5127815816384,127.019305766957,1층,30000.0,2700.0,180.5,568765.0,648546.5,510767.5,272.92925511225457,117.46673840355936,14,1,0,2,0,0,0,2,4,29,0.4310273243561039,0.6765257929614705
13,897784,서울특별시 서초구 잠원동,37.5130042353,127.0192104732,4층,2000.0,130.0,14.0,568765.0,648546.5,510767.5,295.6207929740858,124.06318900005928,13,1,0,2,0,0,0,2,4,30,0.42750161980255597,0.6743297592201335
14,924159,서울특별시 강남구 논현동,37.5092950929867,127.022643349164,지하1층,8000.0,300.0,70.0,388874.5,478718.0,397097.625,228.71855558768658,22.659124385255257,13,1,0,2,0,0,0,4,2,29,0.40789305145537597,0.6730295848371557
15,885430,서울특별시 강남구 논현동,37.5092950929867,127.022643349164,지하1층,8000.0,300.0,70.0,388874.5,478718.0,397097.625,228.71855558768658,22.659124385255257,13,1,0,2,0,0,0,4,2,29,0.40789305145537597,0.6730295848371557
16,923157,서울특별시 강남구 논현동,37.5123983718,127.0214679601,4층,1000.0,140.0,15.0,388874.5,478718.0,397097.625,134.21274411694264,99.49531174228217,16,1,0,5,0,0,0,2,4,29,0.43259570357062505,0.672884409744013
17,759458,서울특별시 강남구 논현동,37.512174962,127.0212507288,2층,6500.0,350.0,34.0,388874.5,478718.0,397097.625,114.22315960934577,105.33175404300016,16,1,0,5,0,0,0,2,4,27,0.4318446682245029,0.6694333800948735
18,416146,서울특별시 강남구 논현동,37.5093130773764,127.022828844612,2층,5000.0,716.0,51.9,388874.5,478718.0,397097.625,233.72372340658475,38.584843448156754,12,1,0,2,0,0,0,4,2,29,0.40328864094764383,0.6688830725409907
19,790037,서울특별시 강남구 논현동,37.5091545258,127.0226975963,12층,5000.0,500.0,30.0,388874.5,478718.0,397097.625,244.98207367802968,34.183519330584,12,1,0,2,0,0,0,4,2,29,0.4033621416212687,0.668094828753994
20,711172,서울특별시 강남구 논현동,37.5091545258,127.0226975963,11층,6000.0,500.0,28.0,388874.5,478718.0,397097.625,244.98207367802968,34.183519330584,12,1,0,2,0,0,0,4,2,29,0.4033621416212687,0.668094828753994
21,711171,서울특별시 강남구 논현동,37.5091545258,127.0226975963,12층,6000.0,500.0,28.0,388874.5,478718.0,397097.625,244.98207367802968,34.183519330584,12,1,0,2,0,0,0,4,2,29,0.4033621416212687,0.668094828753994
22,532787,서울특별시 강남구 논현동,37.5112337413954,127.024222902456,5층,5000.0,500.0,35.0,388874.5,478718.0,397097.625,227.80858360124301,95.78950113527955,11,1,0,4,0,0,0,1,2,32,0.4065851882821577,0.6674335978946354
23,919878,서울특별시 강남구 논현동,37.5112337413954,127.024222902456,5층,2000.0,220.0,22.0,388874.5,478718.0,397097.625,227.80858360124301,95.78950113527955,11,1,0,4,0,0,0,1,2,32,0.4065851882821577,0.6674335978946354
24,834495,서울특별시 강남구 논현동,37.5125460768,127.021793755,지하1층,6000.0,360.0,65.0,388874.5,478718.0,397097.625,150.030476491841,115.50287545220623,17,1,0,5,0,0,0,2,4,29,0.42964914876240135,0.6667930807307578
25,920667,서울특별시 강남구 논현동,37.5123078694,127.0235762708,5층,7500.0,650.0,45.0,388874.5,478718.0,397097.625,210.17890657484952,51.61652316949868,13,1,0,4,0,0,0,2,1,24,0.4150038172136355,0.6663720697746718
26,920669,서울특별시 강남구 논현동,37.5123078694,127.0235762708,5층,15000.0,1300.0,90.0,388874.5,478718.0,397097.625,210.17890657484952,51.61652316949868,13,1,0,4,0,0,0,2,1,24,0.4150038172136355,0.6663720697746718
27,903216,서울특별시 강남구 논현동,37.5123078694,127.0235762708,5층,7500.0,557.0,47.0,388874.5,478718.0,397097.625,210.17890657484952,51.61652316949868,13,1,0,4,0,0,0,2,1,24,0.4150038172136355,0.6663720697746718
28,903219,서울특별시 강남구 논현동,37.5123078694,127.0235762708,5층,15000.0,1150.0,90.0,388874.5,478718.0,397097.625,210.17890657484952,51.61652316949868,13,1,0,4,0,0,0,2,1,24,0.4150038172136355,0.6663720697746718
29,921586,서울특별시 서초구 잠원동,37.511512079,127.0197756257,1층,2000.0,170.0,17.1,388874.5,478718.0,397097.625,170.72091295196802,101.285191113481,16,1,0,3,0,0,0,2,5,35,0.414571169924435,0.6659887335460855
30,891481,서울특별시 서초구 잠원동,37.511512079,127.0197756257,1층,2000.0,170.0,17.0,388874.5,478718.0,397097.625,170.72091295196802,101.285191113481,16,1,0,3,0,0,0,2,5,35,0.414571169924435,0.6659887335460855
31,544556,서울특별시 강남구 역삼동,37.5055343305423,127.030509307767,3층,2500.0,280.0,28.0,589152.0,788268.0,560948.125,396.7364416516528,93.5436516495798,4,1,0,1,0,0,0,1,0,20,0.40996948695266777,0.6649951262224849
32,921387,서울특별시 강남구 역삼동,37.5055343305423,127.030509307767,2층,3000.0,290.0,39.6,589152.0,788268.0,560948.125,396.7364416516528,93.5436516495798,4,1,0,1,0,0,0,1,0,20,0.40996948695266777,0.6649951262224849
33,922719,서울특별시 강남구 논현동,37.5110067013,127.0241594896,1층,10000.0,800.0,66.9,388874.5,478718.0,397097.625,223.16589453219066,111.98652368537611,10,1,0,4,0,0,0,2,2,30,0.4037320948465159,0.6627251917174873
34,681181,서울특별시 강남구 논현동,37.5110067013,127.0241594896,3층,3000.0,220.0,17.0,388874.5,478718.0,397097.625,223.16589453219066,111.98652368537611,10,1,0,4,0,0,0,2,2,30,0.4037320948465159,0.6627251917174873
35,553041,서울특별시 강남구 논현동,37.5110067013,127.0241594896,1층,10000.0,800.0,60.0,388874.5,478718.0,397097.625,223.16589453219066,111.98652368537611,10,1,0,4,0,0,0,2,2,30,0.4037320948465159,0.6627251917174873
36,646524,서울특별시 강남구 논현동,37.5123514582,127.0218027471,1층,10000.0,700.0,39.0,388874.5,478718.0,397097.625,128.58698860862432,126.56683417664613,18,1,0,5,0,0,0,2,4,27,0.42920180851834816,0.6622599581838219
37,561250,서울특별시 서초구 잠원동,37.512221979,127.0203142074,1층,10000.0,700.0,60.9,388874.5,478718.0,397097.625,164.72542370283753,87.21782917793819,16,1,0,3,0,0,0,2,5,32,0.41618001397366194,0.6620400497471582
38,550241,서울특별시 강남구 논현동,37.5161266341892,127.0204625401,5층,10000.0,750.0,38.0,568765.0,648546.5,510767.5,36.02041494585789,105.31268156680149,13,1,1,0,0,0,0,3,2,28,0.438877295986247,0.660771168231209
39,550248,서울특별시 강남구 논현동,37.5161266341892,127.0204625401,11층,5000.0,380.0,36.0,568765.0,648546.5,510767.5,36.02041494585789,105.31268156680149,13,1,1,0,0,0,0,3,2,28,0.438877295986247,0.660771168231209
40,925495,서울특별시 강남구 논현동,37.5161266341892,127.0204625401,13층,10000.0,500.0,35.7,568765.0,648546.5,510767.5,36.02041494585789,105.31268156680149,13,1,1,0,0,0,0,3,2,28,0.438877295986247,0.660771168231209
41,768320,서울특별시 강남구 논현동,37.5161266341892,127.0204625401,2층,15000.0,700.0,32.0,568765.0,648546.5,510767.5,36.02041494585789,105.31268156680149,13,1,1,0,0,0,0,3,2,28,0.438877295986247,0.660771168231209
42,844283,서울특별시 강남구 신사동,37.5179413755,127.0213111846,2층,4000.0,400.0,25.4,568765.0,648546.5,510767.5,188.92483346002052,94.80853603908741,9,1,1,2,0,0,0,3,4,34,0.45223299202028894,0.6585413178781317
43,923958,서울특별시 강남구 신사동,37.5179413755,127.0213111846,2층,3000.0,293.0,29.1,568765.0,648546.5,510767.5,188.92483346002052,94.80853603908741,9,1,1,2,0,0,0,3,4,34,0.45223299202028894,0.6585413178781317
44,924223,서울특별시 강남구 신사동,37.5179413755,127.0213111846,5층,3000.0,250.0,32.8,568765.0,648546.5,510767.5,188.92483346002052,94.80853603908741,9,1,1,2,0,0,0,3,4,34,0.45223299202028894,0.6585413178781317
45,888030,서울특별시 강남구 신사동,37.5178621262,127.0210939782,2층,3000.0,270.0,27.2,568765.0,648546.5,510767.5,172.69494195453345,106.85752559116304,9,1,1,2,0,0,0,3,3,32,0.4482146982025493,0.6576973313881062
46,915656,서울특별시 강남구 신사동,37.5178621262,127.0210939782,3층,3000.0,220.0,25.0,568765.0,648546.5,510767.5,172.69494195453345,106.85752559116304,9,1,1,2,0,0,0,3,3,32,0.4482146982025493,0.6576973313881062
47,915655,서울특별시 강남구 신사동,37.5178621262,127.0210939782,5층,3000.0,210.0,18.0,568765.0,648546.5,510767.5,172.69494195453345,106.85752559116304,9,1,1,2,0,0,0,3,3,32,0.4482146982025493,0.6576973313881062
48,925356,서울특별시 강남구 신사동,37.5178621262,127.0210939782,3층,3000.0,220.0,25.3,568765.0,648546.5,510767.5,172.69494195453345,106.85752559116304,9,1,1,2,0,0,0,3,3,32,0.4482146982025493,0.6576973313881062
49,922889,서울특별시 강남구 신사동,37.5177719631,127.0214423515,5층,3500.0,253.0,45.0,568765.0,648546.5,510767.5,178.6583301322411,74.80791496390219,9,1,1,2,0,0,0,3,4,30,0.4547723454629726,0.6538565156962769
50,920562,서울특별시 강남구 신사동,37.5177719631,127.0214423515,5층,3000.0,253.0,45.0,568765.0,648546.5,510767.5,178.6583301322411,74.80791496390219,9,1,1,2,0,0,0,3,4,30,0.4547723454629726,0.6538565156962769
51,903283,서울특별시 강남구 신사동,37.5177719631,127.0214423515,3층,3000.0,230.0,24.8,568765.0,648546.5,510767.5,178.6583301322411,74.80791496390219,9,1,1,2,0,0,0,3,4,30,0.4547723454629726,0.6538565156962769
52,844556,서울특별시 강남구 신사동,37.5177719631,127.0214423515,1층,22000.0,1500.0,30.0,568765.0,648546.5,510767.5,178.6583301322411,74.80791496390219,9,1,1,2,0,0,0,3,4,30,0.4547723454629726,0.6538565156962769
53,705216,서울특별시 서초구 잠원동,37.5121752136097,127.019802946592,1층,5000.0,500.0,40.0,388874.5,478718.0,397097.625,197.17359539539024,113.66691354096322,16,1,0,2,0,0,0,2,4,33,0.39756696362083216,0.6521740217002114
54,914428,서울특별시 서초구 잠원동,37.5116598656,127.0196444603,5층,2000.0,170.0,19.0,388874.5,478718.0,397097.625,185.96976573079468,113.54276504057388,16,1,0,2,0,0,0,2,5,34,0.400675983892739,0.6520086594279079
55,915374,서울특별시 서초구 잠원동,37.5116598656,127.0196444603,4층,2000.0,200.0,20.0,388874.5,478718.0,397097.625,185.96976573079468,113.54276504057388,16,1,0,2,0,0,0,2,5,34,0.400675983892739,0.6520086594279079
56,921646,서울특별시 강남구 논현동,37.5146271521,127.0309564067,1층,15000.0,1200.0,87.5,378147.0,391751.0,381067.3125,64.88989145244996,72.16153411587966,12,1,0,1,0,0,0,1,1,23,0.3769731804422186,0.6519294498116689
57,896250,서울특별시 강남구 논현동,37.5146271521,127.0309564067,6층,20000.0,1200.0,100.4,378147.0,391751.0,381067.3125,64.88989145244996,72.16153411587966,12,1,0,1,0,0,0,1,1,23,0.3769731804422186,0.6519294498116689
58,536205,서울특별시 강남구 논현동,37.5146271521,127.0309564067,1층,20000.0,1200.0,60.0,378147.0,391751.0,381067.3125,64.88989145244996,72.16153411587966,12,1,0,1,0,0,0,1,1,23,0.3769731804422186,0.6519294498116689
59,842844,서울특별시 강남구 역삼동,37.5038446039,127.0282602833,2층,30000.0,2500.0,38.6,589152.0,788268.0,560948.125,630.4889476857527,190.40587473317197,2,1,0,0,0,0,0,3,2,40,0.3808948463894792,0.6517188787887073
60,842840,서울특별시 강남구 역삼동,37.5038446039,127.0282602833,1층,30000.0,2600.0,83.4,589152.0,788268.0,560948.125,630.4889476857527,190.40587473317197,2,1,0,0,0,0,0,3,2,40,0.3808948463894792,0.6517188787887073
61,842848,서울특별시 강남구 역삼동,37.5038446039,127.0282602833,1층,17000.0,1600.0,44.8,589152.0,788268.0,560948.125,630.4889476857527,190.40587473317197,2,1,0,0,0,0,0,3,2,40,0.3808948463894792,0.6517188787887073
62,878011,서울특별시 강남구 논현동,37.5148576776,127.0314541949,지하1층,7000.0,790.0,83.2,378147.0,391751.0,381067.3125,72.29353569326972,101.46794193002033,10,1,0,2,0,0,0,1,1,23,0.3784310010844593,0.6506047852614999
63,837771,서울특별시 강남구 논현동,37.5159771527,127.0215051816,4층,7000.0,456.0,63.8,568765.0,648546.5,510767.5,116.19882741910784,99.80823263123621,13,1,1,1,0,0,0,4,1,23,0.44226874188403353,0.6500116966299346
64,837790,서울특별시 강남구 논현동,37.5159771527,127.0215051816,2층,7000.0,452.0,57.9,568765.0,648546.5,510767.5,116.19882741910784,99.80823263123621,13,1,1,1,0,0,0,4,1,23,0.44226874188403353,0.6500116966299346
65,842380,서울특별시 강남구 역삼동,37.5042842227344,127.028559022646,1층,15000.0,1500.0,123.7,589152.0,788268.0,560948.125,617.773824287247,137.45931789361828,2,1,0,0,0,0,0,3,2,33,0.3884214912387561,0.6466547130780841
66,818657,서울특별시 강남구 논현동,37.5109168549,127.022883624,1층,2000.0,242.0,9.0,388874.5,478718.0,397097.625,113.2583922598758,60.254225041566386,12,0,0,5,0,0,0,3,2,35,0.3882363511703903,0.64622157556082
67,923733,서울특별시 강남구 논현동,37.5109168549,127.022883624,3층,1500.0,150.0,15.0,388874.5,478718.0,397097.625,113.2583922598758,60.254225041566386,12,0,0,5,0,0,0,3,2,35,0.3882363511703903,0.64622157556082
68,680830,서울특별시 강남구 논현동,37.5109168549,127.022883624,1층,3000.0,400.0,18.0,388874.5,478718.0,397097.625,113.2583922598758,60.254225041566386,12,0,0,5,0,0,0,3,2,35,0.3882363511703903,0.64622157556082
69,783076,서울특별시 강남구 논현동,37.5054055122777,127.026682026772,1층,30000.0,1500.0,70.0,589152.0,788268.0,560948.125,712.0810586727034,82.59608732020295,13,1,0,0,0,0,0,4,2,33,0.4079076613873021,0.6460134418036494
70,843894,서울특별시 강남구 논현동,37.5107654721,127.0229559655,3층,2000.0,153.0,18.0,388874.5,478718.0,397097.625,124.90564268362313,77.53214634515699,12,0,0,5,0,0,0,3,2,37,0.385124736083417,0.645897079657408
71,924103,서울특별시 강남구 논현동,37.5107654721,127.0229559655,3층,2000.0,136.0,17.8,388874.5,478718.0,397097.625,124.90564268362313,77.53214634515699,12,0,0,5,0,0,0,3,2,37,0.385124736083417,0.645897079657408
72,817504,서울특별시 강남구 논현동,37.5107654721,127.0229559655,지하1층,4000.0,400.0,79.1,388874.5,478718.0,397097.625,124.90564268362313,77.53214634515699,12,0,0,5,0,0,0,3,2,37,0.385124736083417,0.645897079657408
73,881523,서울특별시 강남구 역삼동,37.5052604993932,127.0302196666,지하2층,2300.0,195.0,11.0,589152.0,788268.0,560948.125,434.8872696672197,131.94893687161056,4,1,0,0,0,0,0,1,0,20,0.38999078279694255,0.6441273454028333
74,898744,서울특별시 강남구 역삼동,37.5052604993932,127.0302196666,1층,25000.0,1900.0,58.3,589152.0,788268.0,560948.125,434.8872696672197,131.94893687161056,4,1,0,0,0,0,0,1,0,20,0.38999078279694255,0.6441273454028333
75,927173,서울특별시 강남구 역삼동,37.5052604993932,127.0302196666,지하1층,28000.0,1800.0,150.0,589152.0,788268.0,560948.125,434.8872696672197,131.94893687161056,4,1,0,0,0,0,0,1,0,20,0.38999078279694255,0.6441273454028333
76,746495,서울특별시 강남구 역삼동,37.5052604993932,127.0302196666,지하1층,8000.0,380.0,32.0,589152.0,788268.0,560948.125,434.8872696672197,131.94893687161056,4,1,0,0,0,0,0,1,0,20,0.38999078279694255,0.6441273454028333
77,833293,서울특별시 강남구 논현동,37.5156960576044,127.021405561234,지하2층,5000.0,445.0,93.6,568765.0,648546.5,510767.5,125.92269933639099,128.72487924061483,15,1,1,1,0,0,0,3,1,25,0.4373272102911674,0.6436796591043821
78,923654,서울특별시 강남구 논현동,37.5156960576044,127.021405561234,1층,7000.0,686.0,63.0,568765.0,648546.5,510767.5,125.92269933639099,128.72487924061483,15,1,1,1,0,0,0,3,1,25,0.4373272102911674,0.6436796591043821
79,917281,서울특별시 강남구 논현동,37.5156960576044,127.021405561234,4층,5000.0,496.0,50.8,568765.0,648546.5,510767.5,125.92269933639099,128.72487924061483,15,1,1,1,0,0,0,3,1,25,0.4373272102911674,0.6436796591043821
80,913645,서울특별시 강남구 논현동,37.5052758909,127.0261300645,6층,19500.0,1355.0,103.4,589152.0,788268.0,560948.125,763.1288777535809,33.4744577181396,14,1,0,0,0,0,0,5,3,31,0.41800327872995413,0.642046112434151
81,919962,서울특별시 강남구 논현동,37.5157860524,127.0219802032,5층,1500.0,150.0,15.0,568765.0,648546.5,510767.5,163.409675599469,120.90875557691636,13,1,1,2,0,0,0,4,1,22,0.4444891627665751,0.6411493775040429
82,539198,서울특별시 서초구 반포동,37.5097461058,127.0198023048,지하1층,2000.0,185.0,35.0,388874.5,478718.0,397097.625,230.54852983231333,79.96361197053588,10,1,0,2,0,0,0,2,3,26,0.38918745779384,0.6407826676994881
83,919883,서울특별시 강남구 논현동,37.5158436853983,127.022147628112,3층,4000.0,320.0,41.8,568765.0,648546.5,510767.5,174.39078260934252,118.35673802222865,12,1,1,2,0,0,0,4,1,22,0.44302001506925887,0.6400765302491446
84,923144,서울특별시 강남구 논현동,37.5113637205,127.0230511584,3층,2000.0,200.0,22.0,388874.5,478718.0,397097.625,125.07120985227347,53.14445804471658,13,0,0,5,0,0,0,3,1,31,0.38618013805843676,0.6395795776919995
85,896788,서울특별시 강남구 논현동,37.515290591,127.0297893578,4층,30000.0,2000.0,124.1,378147.0,391751.0,381067.3125,191.28522597243347,20.289003410756973,10,1,0,1,0,0,0,1,1,21,0.3748563845576398,0.6381160615808936
86,923153,서울특별시 강남구 논현동,37.5155750812,127.0306762777,5층,5000.0,448.0,65.0,378147.0,391751.0,381067.3125,167.24175093583898,53.45693150584019,10,1,0,1,0,0,0,1,1,22,0.37064018383041675,0.6371868690001596
87,926448,서울특별시 강남구 논현동,37.5154978022,127.0215955345,4층,4500.0,420.0,42.9,568765.0,648546.5,510767.5,153.14949547876583,137.95632023472362,17,1,1,1,0,0,0,3,1,25,0.43610626623054854,0.6369113793077742
88,908913,서울특별시 강남구 논현동,37.5154978022,127.0215955345,1층,5500.0,490.0,42.9,568765.0,648546.5,510767.5,153.14949547876583,137.95632023472362,17,1,1,1,0,0,0,3,1,25,0.43610626623054854,0.6369113793077742
89,881607,서울특별시 서초구 잠원동,37.5127266658701,127.019576874652,1층,7000.0,600.0,62.0,388874.5,478718.0,397097.625,250.81595638519602,95.44258071191442,15,1,0,2,0,0,0,2,4,29,0.3941834354444388,0.6368332382961123
90,780816,서울특별시 서초구 반포동,37.5076444807892,127.022493557067,1층,40000.0,2580.0,78.6,388874.5,478718.0,397097.625,401.45136006809815,66.62050704320146,10,1,0,2,0,0,0,5,3,29,0.3879753264909825,0.6347664972401543
91,921713,서울특별시 강남구 논현동,37.5100483423,127.0225938106,1층,2000.0,125.0,6.0,388874.5,478718.0,397097.625,152.36796511645542,79.88534117887801,10,0,0,5,0,0,0,4,3,35,0.3833404987714104,0.6343436418367814
92,922608,서울특별시 강남구 논현동,37.5100483423,127.0225938106,1층,10000.0,650.0,34.4,388874.5,478718.0,397097.625,152.36796511645542,79.88534117887801,10,0,0,5,0,0,0,4,3,35,0.3833404987714104,0.6343436418367814
93,919787,서울특별시 강남구 논현동,37.5100483423,127.0225938106,1층,2000.0,125.0,6.0,388874.5,478718.0,397097.625,152.36796511645542,79.88534117887801,10,0,0,5,0,0,0,4,3,35,0.3833404987714104,0.6343436418367814
94,920199,서울특별시 강남구 논현동,37.5100483423,127.0225938106,1층,2000.0,125.0,6.0,388874.5,478718.0,397097.625,152.36796511645542,79.88534117887801,10,0,0,5,0,0,0,4,3,35,0.3833404987714104,0.6343436418367814
95,927443,서울특별시 강남구 논현동,37.5100483423,127.0225938106,1층,10000.0,650.0,34.4,388874.5,478718.0,397097.625,152.36796511645542,79.88534117887801,10,0,0,5,0,0,0,4,3,35,0.3833404987714104,0.6343436418367814
96,920404,서울특별시 강남구 논현동,37.5100483423,127.0225938106,1층,2000.0,125.0,6.0,388874.5,478718.0,397097.625,152.36796511645542,79.88534117887801,10,0,0,5,0,0,0,4,3,35,0.3833404987714104,0.6343436418367814
97,919250,서울특별시 강남구 논현동,37.5168164553,127.0237631977,4층,2000.0,230.0,34.2,568765.0,648546.5,510767.5,308.10698440044945,157.06260662657346,2,1,0,2,0,0,0,3,3,15,0.3998657015112612,0.6338083646975888
98,870413,서울특별시 강남구 논현동,37.5161355747834,127.022337745833,1층,4000.0,360.0,28.5,568765.0,648546.5,510767.5,181.57970356858058,96.38696293306131,9,1,1,2,0,0,0,4,2,19,0.4434395675504331,0.6312242692431694
99,790004,서울특별시 강남구 논현동,37.5168849097,127.0238718099,1층,5000.0,270.0,15.0,568765.0,648546.5,510767.5,318.77030967220117,162.75116671510497,3,1,0,2,0,0,0,3,3,15,0.3992514031355305,0.6306270871104169
100,685491,서울특별시 강남구 논현동,37.5134434247751,127.022074528478,지하1층,4000.0,300.0,29.0,388874.5,478718.0,397097.625,251.88237172892144,140.43017117793912,14,1,0,3,0,0,0,2,1,23,0.3858195107977884,0.6305367377543994
101,564105,서울특별시 강남구 논현동,37.5171047527,127.0238809291,3층,2000.0,145.0,24.0,568765.0,648546.5,510767.5,324.30166866070186,155.95630178758827,4,1,0,2,0,0,0,2,3,16,0.3997401448902435,0.6304477373721208
102,551039,서울특별시 강남구 논현동,37.5054955635,127.0268992068,2층,10000.0,630.0,65.0,589152.0,788268.0,560948.125,690.6260580779476,104.31514978798992,11,1,0,0,0,0,0,3,2,29,0.3986537111103084,0.6302578291810675
103,865446,서울특별시 강남구 논현동,37.5100590837,127.0229602734,1층,8000.0,400.0,20.0,388874.5,478718.0,397097.625,171.4092551569178,93.64485256982884,10,0,0,5,0,0,0,4,2,34,0.37707939705185245,0.6300861491803956
104,886904,서울특별시 강남구 논현동,37.5157227785,127.0309342366,지하4층,3000.0,300.0,35.0,378147.0,391751.0,381067.3125,174.75957642703165,79.96402290885567,10,1,0,1,0,0,0,1,1,22,0.36504094271403426,0.6298547715388307
105,924980,서울특별시 강남구 논현동,37.5157227785,127.0309342366,4층,3000.0,280.0,30.0,378147.0,391751.0,381067.3125,174.75957642703165,79.96402290885567,10,1,0,1,0,0,0,1,1,22,0.36504094271403426,0.6298547715388307
106,416138,서울특별시 강남구 논현동,37.5155565048,127.0327485019,2층,10000.0,1200.0,56.9,378147.0,391751.0,381067.3125,188.34247952310128,167.17624231507534,15,1,0,2,0,0,0,3,1,25,0.3692022805952917,0.6285902226818941
107,882812,서울특별시 강남구 논현동,37.5155565048,127.0327485019,1층,6000.0,575.0,28.0,378147.0,391751.0,381067.3125,188.34247952310128,167.17624231507534,15,1,0,2,0,0,0,3,1,25,0.3692022805952917,0.6285902226818941
108,784426,서울특별시 강남구 논현동,37.5171587845,127.0240212096,1층,5000.0,310.0,15.0,568765.0,648546.5,510767.5,337.8174365443059,166.85597397778528,4,1,0,2,0,0,0,2,3,17,0.39722407879438926,0.6284967917335109
109,843423,서울특별시 강남구 논현동,37.5055567760198,127.027143520445,2층,5000.0,600.0,40.0,589152.0,788268.0,560948.125,667.8946428814588,126.81094757915399,10,1,0,0,0,0,0,2,2,30,0.393045049297062,0.6281904180659683
110,394623,서울특별시 강남구 논현동,37.5158561507,127.0308438008,1층,5000.0,310.0,49.9,378147.0,391751.0,381067.3125,191.21552013381032,87.95496235678931,10,1,0,1,0,0,0,1,1,23,0.3628815397183871,0.6280931904655318
111,751861,서울특별시 강남구 논현동,37.5158561507,127.0308438008,2층,2000.0,140.0,13.0,378147.0,391751.0,381067.3125,191.21552013381032,87.95496235678931,10,1,0,1,0,0,0,1,1,23,0.3628815397183871,0.6280931904655318
112,911771,서울특별시 강남구 논현동,37.5062061573,127.0241127029,2층,10000.0,1673.0,62.9,589152.0,788268.0,560948.125,595.518657440543,38.54562220727044,16,1,0,1,0,0,1,7,5,32,0.43934115279435226,0.6265797294915217
113,844060,서울특별시 강남구 논현동,37.5150699879,127.0326577994,7층,4000.0,170.0,21.6,378147.0,391751.0,381067.3125,142.93581012491143,175.20543829098895,15,1,0,2,0,0,0,3,2,24,0.37208889208386076,0.6265657599235022
114,924571,서울특별시 강남구 논현동,37.5104303283,127.0228020396,지하1층,3000.0,280.0,38.0,388874.5,478718.0,397097.625,132.66457861437067,105.26502718810903,12,0,0,5,0,0,0,4,3,33,0.38123489757560025,0.6258848598553176
115,819006,서울특별시 강남구 논현동,37.515876072,127.0224100612,1층,3000.0,480.0,32.9,568765.0,648546.5,510767.5,195.02295451406061,124.36029799874397,11,1,1,2,0,0,0,4,2,19,0.4395672060974455,0.6222701878186884
116,920866,서울특별시 강남구 논현동,37.515876072,127.0224100612,3층,2000.0,225.0,33.8,568765.0,648546.5,510767.5,195.02295451406061,124.36029799874397,11,1,1,2,0,0,0,4,2,19,0.4395672060974455,0.6222701878186884
